# emoji-zwj-sequences.txt
# Date: 2025-01-08, 04:57:12 GMT
# © 2025 Unicode®, Inc.
# Unicode and the Unicode Logo are registered trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use and license, see https://www.unicode.org/terms_of_use.html
#
# Emoji ZWJ Sequences for UTS #51
# Version: 17.0
#
# For documentation and usage, see https://www.unicode.org/reports/tr51
#
# Format:
#   code_point(s) ; type_field ; description # comments
# Fields:
#   code_point(s): one or more code points in hex format, separated by spaces
#   type_field :RGI_Emoji_ZWJ_Sequence
#     The type_field is a convenience for parsing the emoji sequence files, and is not intended to be maintained as a property.
#   short name: CLDR short name of sequence; characters may be escaped with \x{hex}.
#
# For the purpose of regular expressions, the above type field defines the name of
# a binary property of strings. The short name of the property is the same as the long name.
#
# Characters and sequences are listed in code point order. Users should be shown a more natural order.
# See the CLDR collation order for Emoji.

# ================================================

# RGI_Emoji_ZWJ_Sequence: Family

1F468 200D 2764 FE0F 200D 1F468             ; RGI_Emoji_ZWJ_Sequence  ; couple with heart: man, man                                    # E2.0   [1] (👨‍❤️‍👨)
1F468 1F3FF 200D 1FAEF 200D 1F468 1F3FB     ; RGI_Emoji_ZWJ_Sequence  ; men wrestling: dark skin tone, light skin tone                 # E17.0  [1] (👨🏿‍🫯‍👨🏻)
1F468 1F3FF 200D 1FAEF 200D 1F468 1F3FC     ; RGI_Emoji_ZWJ_Sequence  ; men wrestling: dark skin tone, medium-light skin tone          # E17.0  [1] (👨🏿‍🫯‍👨🏼)
1F468 1F3FF 200D 1FAEF 200D 1F468 1F3FD     ; RGI_Emoji_ZWJ_Sequence  ; men wrestling: dark skin tone, medium skin tone                # E17.0  [1] (👨🏿‍🫯‍👨🏽)
1F468 1F3FF 200D 1FAEF 200D 1F468 1F3FE     ; RGI_Emoji_ZWJ_Sequence  ; men wrestling: dark skin tone, medium-dark skin tone           # E17.0  [1] (👨🏿‍🫯‍👨🏾)
1F469 200D 2764 FE0F 200D 1F468             ; RGI_Emoji_ZWJ_Sequence  ; couple with heart: woman, man                                  # E2.0   [1] (👩‍❤️‍👨)
1F469 200D 2764 FE0F 200D 1F469             ; RGI_Emoji_ZWJ_Sequence  ; couple with heart: woman, woman                                # E2.0   [1] (👩‍❤️‍👩)
1F469 200D 2764 FE0F 200D 1F48B 200D 1F468  ; RGI_Emoji_ZWJ_Sequence  ; kiss: woman, man                                               # E2.0   [1] (👩‍❤️‍💋‍👨)
1F469 200D 2764 FE0F 200D 1F48B 200D 1F469  ; RGI_Emoji_ZWJ_Sequence  ; kiss: woman, woman                                             # E2.0   [1] (👩‍❤️‍💋‍👩)
1F469 200D 1F466                            ; RGI_Emoji_ZWJ_Sequence  ; family: woman, boy                                             # E4.0   [1] (👩‍👦)
1F469 200D 1F466 200D 1F466                 ; RGI_Emoji_ZWJ_Sequence  ; family: woman, boy, boy                                        # E4.0   [1] (👩‍👦‍👦)
1F469 200D 1F467                            ; RGI_Emoji_ZWJ_Sequence  ; family: woman, girl                                            # E4.0   [1] (👩‍👧)
1F469 200D 1F467 200D 1F466                 ; RGI_Emoji_ZWJ_Sequence  ; family: woman, girl, boy                                       # E4.0   [1] (👩‍👧‍👦)
1F469 200D 1F467 200D 1F467                 ; RGI_Emoji_ZWJ_Sequence  ; family: woman, girl, girl                                      # E4.0   [1] (👩‍👧‍👧)
1F469 200D 1F469 200D 1F466                 ; RGI_Emoji_ZWJ_Sequence  ; family: woman, woman, boy                                      # E2.0   [1] (👩‍👩‍👦)
1F469 200D 1F469 200D 1F466 200D 1F466      ; RGI_Emoji_ZWJ_Sequence  ; family: woman, woman, boy, boy                                 # E2.0   [1] (👩‍👩‍👦‍👦)
1F469 200D 1F469 200D 1F467                 ; RGI_Emoji_ZWJ_Sequence  ; family: woman, woman, girl                                     # E2.0   [1] (👩‍👩‍👧)
1F469 200D 1F469 200D 1F467 200D 1F466      ; RGI_Emoji_ZWJ_Sequence  ; family: woman, woman, girl, boy                                # E2.0   [1] (👩‍👩‍👧‍👦)
1F469 200D 1F469 200D 1F467 200D 1F467      ; RGI_Emoji_ZWJ_Sequence  ; family: woman, woman, girl, girl                               # E2.0   [1] (👩‍👩‍👧‍👧)
1F469 1F3FB 200D 2764 FE0F 200D 1F468 1F3FB ; RGI_Emoji_ZWJ_Sequence  ; couple with heart: woman, man, light skin tone                 # E13.1  [1] (👩🏻‍❤️‍👨🏻)
1F469 1F3FB 200D 2764 FE0F 200D 1F468 1F3FC ; RGI_Emoji_ZWJ_Sequence  ; couple with heart: woman, man, light skin tone, medium-light skin tone #E13.1[1] (👩🏻‍❤️‍👨🏼)
1F469 1F3FB 200D 2764 FE0F 200D 1F468 1F3FD ; RGI_Emoji_ZWJ_Sequence  ; couple with heart: woman, man, light skin tone, medium skin tone #E13.1 [1] (👩🏻‍❤️‍👨🏽)
1F469 1F3FB 200D 2764 FE0F 200D 1F468 1F3FE ; RGI_Emoji_ZWJ_Sequence  ; couple with heart: woman, man, light skin tone, medium-dark skin tone #E13.1[1] (👩🏻‍❤️‍👨🏾)
1F469 1F3FB 200D 2764 FE0F 200D 1F468 1F3FF ; RGI_Emoji_ZWJ_Sequence  ; couple with heart: woman, man, light skin tone, dark skin tone # E13.1  [1] (👩🏻‍❤️‍👨🏿)
1F469 1F3FB 200D 2764 FE0F 200D 1F469 1F3FB ; RGI_Emoji_ZWJ_Sequence  ; couple with heart: woman, woman, light skin tone               # E13.1  [1] (👩🏻‍❤️‍👩🏻)
1F469 1F3FB 200D 2764 FE0F 200D 1F469 1F3FC ; RGI_Emoji_ZWJ_Sequence  ; couple with heart: woman, woman, light skin tone, medium-light skin tone #E13.1[1] (👩🏻‍❤️‍👩🏼)
1F469 1F3FB 200D 2764 FE0F 200D 1F469 1F3FD ; RGI_Emoji_ZWJ_Sequence  ; couple with heart: woman, woman, light skin tone, medium skin tone #E13.1[1] (👩🏻‍❤️‍👩🏽)
1F469 1F3FB 200D 2764 FE0F 200D 1F469 1F3FE ; RGI_Emoji_ZWJ_Sequence  ; couple with heart: woman, woman, light skin tone, medium-dark skin tone #E13.1[1] (👩🏻‍❤️‍👩🏾)
1F469 1F3FB 200D 2764 FE0F 200D 1F469 1F3FF ; RGI_Emoji_ZWJ_Sequence  ; couple with heart: woman, woman, light skin tone, dark skin tone #E13.1 [1] (👩🏻‍❤️‍👩🏿)
1F469 1F3FB 200D 2764 FE0F 200D 1F48B 200D 1F468 1F3FB; RGI_Emoji_ZWJ_Sequence; kiss: woman, man, light skin tone                      # E13.1  [1] (👩🏻‍❤️‍💋‍👨🏻)
1F469 1F3FB 200D 2764 FE0F 200D 1F48B 200D 1F468 1F3FC; RGI_Emoji_ZWJ_Sequence; kiss: woman, man, light skin tone, medium-light skin tone #E13.1[1] (👩🏻‍❤️‍💋‍👨🏼)
1F469 1F3FB 200D 2764 FE0F 200D 1F48B 200D 1F468 1F3FD; RGI_Emoji_ZWJ_Sequence; kiss: woman, man, light skin tone, medium skin tone    # E13.1  [1] (👩🏻‍❤️‍💋‍👨🏽)
1F469 1F3FB 200D 2764 FE0F 200D 1F48B 200D 1F468 1F3FE; RGI_Emoji_ZWJ_Sequence; kiss: woman, man, light skin tone, medium-dark skin tone #E13.1 [1] (👩🏻‍❤️‍💋‍👨🏾)
1F469 1F3FB 200D 2764 FE0F 200D 1F48B 200D 1F468 1F3FF; RGI_Emoji_ZWJ_Sequence; kiss: woman, man, light skin tone, dark skin tone      # E13.1  [1] (👩🏻‍❤️‍💋‍👨🏿)
1F469 1F3FB 200D 2764 FE0F 200D 1F48B 200D 1F469 1F3FB; RGI_Emoji_ZWJ_Sequence; kiss: woman, woman, light skin tone                    # E13.1  [1] (👩🏻‍❤️‍💋‍👩🏻)
1F469 1F3FB 200D 2764 FE0F 200D 1F48B 200D 1F469 1F3FC; RGI_Emoji_ZWJ_Sequence; kiss: woman, woman, light skin tone, medium-light skin tone #E13.1[1] (👩🏻‍❤️‍💋‍👩🏼)
1F469 1F3FB 200D 2764 FE0F 200D 1F48B 200D 1F469 1F3FD; RGI_Emoji_ZWJ_Sequence; kiss: woman, woman, light skin tone, medium skin tone  # E13.1  [1] (👩🏻‍❤️‍💋‍👩🏽)
1F469 1F3FB 200D 2764 FE0F 200D 1F48B 200D 1F469 1F3FE; RGI_Emoji_ZWJ_Sequence; kiss: woman, woman, light skin tone, medium-dark skin tone #E13.1[1] (👩🏻‍❤️‍💋‍👩🏾)
1F469 1F3FB 200D 2764 FE0F 200D 1F48B 200D 1F469 1F3FF; RGI_Emoji_ZWJ_Sequence; kiss: woman, woman, light skin tone, dark skin tone    # E13.1  [1] (👩🏻‍❤️‍💋‍👩🏿)
1F469 1F3FB 200D 1F430 200D 1F469 1F3FC     ; RGI_Emoji_ZWJ_Sequence  ; women with bunny ears: light skin tone, medium-light skin tone # E17.0  [1] (👩🏻‍🐰‍👩🏼)
1F469 1F3FB 200D 1F430 200D 1F469 1F3FD     ; RGI_Emoji_ZWJ_Sequence  ; women with bunny ears: light skin tone, medium skin tone       # E17.0  [1] (👩🏻‍🐰‍👩🏽)
1F469 1F3FB 200D 1F430 200D 1F469 1F3FE     ; RGI_Emoji_ZWJ_Sequence  ; women with bunny ears: light skin tone, medium-dark skin tone  # E17.0  [1] (👩🏻‍🐰‍👩🏾)
1F469 1F3FB 200D 1F430 200D 1F469 1F3FF     ; RGI_Emoji_ZWJ_Sequence  ; women with bunny ears: light skin tone, dark skin tone         # E17.0  [1] (👩🏻‍🐰‍👩🏿)
1F469 1F3FB 200D 1F91D 200D 1F468 1F3FC     ; RGI_Emoji_ZWJ_Sequence  ; woman and man holding hands: light skin tone, medium-light skin tone #E12.0[1] (👩🏻‍🤝‍👨🏼)
1F469 1F3FB 200D 1F91D 200D 1F468 1F3FD     ; RGI_Emoji_ZWJ_Sequence  ; woman and man holding hands: light skin tone, medium skin tone # E12.0  [1] (👩🏻‍🤝‍👨🏽)
1F469 1F3FB 200D 1F91D 200D 1F468 1F3FE     ; RGI_Emoji_ZWJ_Sequence  ; woman and man holding hands: light skin tone, medium-dark skin tone #E12.0[1] (👩🏻‍🤝‍👨🏾)
1F469 1F3FB 200D 1F91D 200D 1F468 1F3FF     ; RGI_Emoji_ZWJ_Sequence  ; woman and man holding hands: light skin tone, dark skin tone   # E12.0  [1] (👩🏻‍🤝‍👨🏿)
1F469 1F3FB 200D 1F91D 200D 1F469 1F3FC     ; RGI_Emoji_ZWJ_Sequence  ; women holding hands: light skin tone, medium-light skin tone   # E12.1  [1] (👩🏻‍🤝‍👩🏼)
1F469 1F3FB 200D 1F91D 200D 1F469 1F3FD     ; RGI_Emoji_ZWJ_Sequence  ; women holding hands: light skin tone, medium skin tone         # E12.1  [1] (👩🏻‍🤝‍👩🏽)
1F469 1F3FB 200D 1F91D 200D 1F469 1F3FE     ; RGI_Emoji_ZWJ_Sequence  ; women holding hands: light skin tone, medium-dark skin tone    # E12.1  [1] (👩🏻‍🤝‍👩🏾)
1F469 1F3FB 200D 1F91D 200D 1F469 1F3FF     ; RGI_Emoji_ZWJ_Sequence  ; women holding hands: light skin tone, dark skin tone           # E12.1  [1] (👩🏻‍🤝‍👩🏿)
1F469 1F3FB 200D 1FAEF 200D 1F469 1F3FC     ; RGI_Emoji_ZWJ_Sequence  ; women wrestling: light skin tone, medium-light skin tone       # E17.0  [1] (👩🏻‍🫯‍👩🏼)
1F469 1F3FB 200D 1FAEF 200D 1F469 1F3FD     ; RGI_Emoji_ZWJ_Sequence  ; women wrestling: light skin tone, medium skin tone             # E17.0  [1] (👩🏻‍🫯‍👩🏽)
1F469 1F3FB 200D 1FAEF 200D 1F469 1F3FE     ; RGI_Emoji_ZWJ_Sequence  ; women wrestling: light skin tone, medium-dark skin tone        # E17.0  [1] (👩🏻‍🫯‍👩🏾)
1F469 1F3FB 200D 1FAEF 200D 1F469 1F3FF     ; RGI_Emoji_ZWJ_Sequence  ; women wrestling: light skin tone, dark skin tone               # E17.0  [1] (👩🏻‍🫯‍👩🏿)
1F469 1F3FC 200D 2764 FE0F 200D 1F468 1F3FB ; RGI_Emoji_ZWJ_Sequence  ; couple with heart: woman, man, medium-light skin tone, light skin tone #E13.1[1] (👩🏼‍❤️‍👨🏻)
1F469 1F3FC 200D 2764 FE0F 200D 1F468 1F3FC ; RGI_Emoji_ZWJ_Sequence  ; couple with heart: woman, man, medium-light skin tone          # E13.1  [1] (👩🏼‍❤️‍👨🏼)
1F469 1F3FC 200D 2764 FE0F 200D 1F468 1F3FD ; RGI_Emoji_ZWJ_Sequence  ; couple with heart: woman, man, medium-light skin tone, medium skin tone #E13.1[1] (👩🏼‍❤️‍👨🏽)
1F469 1F3FC 200D 2764 FE0F 200D 1F468 1F3FE ; RGI_Emoji_ZWJ_Sequence  ; couple with heart: woman, man, medium-light skin tone, medium-dark skin tone #E13.1[1] (👩🏼‍❤️‍👨🏾)
1F469 1F3FC 200D 2764 FE0F 200D 1F468 1F3FF ; RGI_Emoji_ZWJ_Sequence  ; couple with heart: woman, man, medium-light skin tone, dark skin tone #E13.1[1] (👩🏼‍❤️‍👨🏿)
1F469 1F3FC 200D 2764 FE0F 200D 1F469 1F3FB ; RGI_Emoji_ZWJ_Sequence  ; couple with heart: woman, woman, medium-light skin tone, light skin tone #E13.1[1] (👩🏼‍❤️‍👩🏻)
1F469 1F3FC 200D 2764 FE0F 200D 1F469 1F3FC ; RGI_Emoji_ZWJ_Sequence  ; couple with heart: woman, woman, medium-light skin tone        # E13.1  [1] (👩🏼‍❤️‍👩🏼)
1F469 1F3FC 200D 2764 FE0F 200D 1F469 1F3FD ; RGI_Emoji_ZWJ_Sequence  ; couple with heart: woman, woman, medium-light skin tone, medium skin tone #E13.1[1] (👩🏼‍❤️‍👩🏽)
1F469 1F3FC 200D 2764 FE0F 200D 1F469 1F3FE ; RGI_Emoji_ZWJ_Sequence  ; couple with heart: woman, woman, medium-light skin tone, medium-dark skin tone #E13.1[1] (👩🏼‍❤️‍👩🏾)
1F469 1F3FC 200D 2764 FE0F 200D 1F469 1F3FF ; RGI_Emoji_ZWJ_Sequence  ; couple with heart: woman, woman, medium-light skin tone, dark skin tone #E13.1[1] (👩🏼‍❤️‍👩🏿)
1F469 1F3FC 200D 2764 FE0F 200D 1F48B 200D 1F468 1F3FB; RGI_Emoji_ZWJ_Sequence; kiss: woman, man, medium-light skin tone, light skin tone #E13.1[1] (👩🏼‍❤️‍💋‍👨🏻)
1F469 1F3FC 200D 2764 FE0F 200D 1F48B 200D 1F468 1F3FC; RGI_Emoji_ZWJ_Sequence; kiss: woman, man, medium-light skin tone               # E13.1  [1] (👩🏼‍❤️‍💋‍👨🏼)
1F469 1F3FC 200D 2764 FE0F 200D 1F48B 200D 1F468 1F3FD; RGI_Emoji_ZWJ_Sequence; kiss: woman, man, medium-light skin tone, medium skin tone #E13.1[1] (👩🏼‍❤️‍💋‍👨🏽)
1F469 1F3FC 200D 2764 FE0F 200D 1F48B 200D 1F468 1F3FE; RGI_Emoji_ZWJ_Sequence; kiss: woman, man, medium-light skin tone, medium-dark skin tone #E13.1[1] (👩🏼‍❤️‍💋‍👨🏾)
1F469 1F3FC 200D 2764 FE0F 200D 1F48B 200D 1F468 1F3FF; RGI_Emoji_ZWJ_Sequence; kiss: woman, man, medium-light skin tone, dark skin tone #E13.1 [1] (👩🏼‍❤️‍💋‍👨🏿)
1F469 1F3FC 200D 2764 FE0F 200D 1F48B 200D 1F469 1F3FB; RGI_Emoji_ZWJ_Sequence; kiss: woman, woman, medium-light skin tone, light skin tone #E13.1[1] (👩🏼‍❤️‍💋‍👩🏻)
1F469 1F3FC 200D 2764 FE0F 200D 1F48B 200D 1F469 1F3FC; RGI_Emoji_ZWJ_Sequence; kiss: woman, woman, medium-light skin tone             # E13.1  [1] (👩🏼‍❤️‍💋‍👩🏼)
1F469 1F3FC 200D 2764 FE0F 200D 1F48B 200D 1F469 1F3FD; RGI_Emoji_ZWJ_Sequence; kiss: woman, woman, medium-light skin tone, medium skin tone #E13.1[1] (👩🏼‍❤️‍💋‍👩🏽)
1F469 1F3FC 200D 2764 FE0F 200D 1F48B 200D 1F469 1F3FE; RGI_Emoji_ZWJ_Sequence; kiss: woman, woman, medium-light skin tone, medium-dark skin tone #E13.1[1] (👩🏼‍❤️‍💋‍👩🏾)
1F469 1F3FC 200D 2764 FE0F 200D 1F48B 200D 1F469 1F3FF; RGI_Emoji_ZWJ_Sequence; kiss: woman, woman, medium-light skin tone, dark skin tone #E13.1[1] (👩🏼‍❤️‍💋‍👩🏿)
1F469 1F3FC 200D 1F430 200D 1F469 1F3FB     ; RGI_Emoji_ZWJ_Sequence  ; women with bunny ears: medium-light skin tone, light skin tone # E17.0  [1] (👩🏼‍🐰‍👩🏻)
1F469 1F3FC 200D 1F430 200D 1F469 1F3FD     ; RGI_Emoji_ZWJ_Sequence  ; women with bunny ears: medium-light skin tone, medium skin tone #E17.0  [1] (👩🏼‍🐰‍👩🏽)
1F469 1F3FC 200D 1F430 200D 1F469 1F3FE     ; RGI_Emoji_ZWJ_Sequence  ; women with bunny ears: medium-light skin tone, medium-dark skin tone #E17.0[1] (👩🏼‍🐰‍👩🏾)
1F469 1F3FC 200D 1F430 200D 1F469 1F3FF     ; RGI_Emoji_ZWJ_Sequence  ; women with bunny ears: medium-light skin tone, dark skin tone  # E17.0  [1] (👩🏼‍🐰‍👩🏿)
1F469 1F3FC 200D 1F91D 200D 1F468 1F3FB     ; RGI_Emoji_ZWJ_Sequence  ; woman and man holding hands: medium-light skin tone, light skin tone #E12.0[1] (👩🏼‍🤝‍👨🏻)
1F469 1F3FC 200D 1F91D 200D 1F468 1F3FD     ; RGI_Emoji_ZWJ_Sequence  ; woman and man holding hands: medium-light skin tone, medium skin tone #E12.0[1] (👩🏼‍🤝‍👨🏽)
1F469 1F3FC 200D 1F91D 200D 1F468 1F3FE     ; RGI_Emoji_ZWJ_Sequence  ; woman and man holding hands: medium-light skin tone, medium-dark skin tone #E12.0[1] (👩🏼‍🤝‍👨🏾)
1F469 1F3FC 200D 1F91D 200D 1F468 1F3FF     ; RGI_Emoji_ZWJ_Sequence  ; woman and man holding hands: medium-light skin tone, dark skin tone #E12.0[1] (👩🏼‍🤝‍👨🏿)
1F469 1F3FC 200D 1F91D 200D 1F469 1F3FB     ; RGI_Emoji_ZWJ_Sequence  ; women holding hands: medium-light skin tone, light skin tone   # E12.0  [1] (👩🏼‍🤝‍👩🏻)
1F469 1F3FC 200D 1F91D 200D 1F469 1F3FD     ; RGI_Emoji_ZWJ_Sequence  ; women holding hands: medium-light skin tone, medium skin tone  # E12.1  [1] (👩🏼‍🤝‍👩🏽)
1F469 1F3FC 200D 1F91D 200D 1F469 1F3FE     ; RGI_Emoji_ZWJ_Sequence  ; women holding hands: medium-light skin tone, medium-dark skin tone #E12.1[1] (👩🏼‍🤝‍👩🏾)
1F469 1F3FC 200D 1F91D 200D 1F469 1F3FF     ; RGI_Emoji_ZWJ_Sequence  ; women holding hands: medium-light skin tone, dark skin tone    # E12.1  [1] (👩🏼‍🤝‍👩🏿)
1F469 1F3FC 200D 1FAEF 200D 1F469 1F3FB     ; RGI_Emoji_ZWJ_Sequence  ; women wrestling: medium-light skin tone, light skin tone       # E17.0  [1] (👩🏼‍🫯‍👩🏻)
1F469 1F3FC 200D 1FAEF 200D 1F469 1F3FD     ; RGI_Emoji_ZWJ_Sequence  ; women wrestling: medium-light skin tone, medium skin tone      # E17.0  [1] (👩🏼‍🫯‍👩🏽)
1F469 1F3FC 200D 1FAEF 200D 1F469 1F3FE     ; RGI_Emoji_ZWJ_Sequence  ; women wrestling: medium-light skin tone, medium-dark skin tone # E17.0  [1] (👩🏼‍🫯‍👩🏾)
1F469 1F3FC 200D 1FAEF 200D 1F469 1F3FF     ; RGI_Emoji_ZWJ_Sequence  ; women wrestling: medium-light skin tone, dark skin tone        # E17.0  [1] (👩🏼‍🫯‍👩🏿)
1F469 1F3FD 200D 2764 FE0F 200D 1F468 1F3FB ; RGI_Emoji_ZWJ_Sequence  ; couple with heart: woman, man, medium skin tone, light skin tone #E13.1 [1] (👩🏽‍❤️‍👨🏻)
1F469 1F3FD 200D 2764 FE0F 200D 1F468 1F3FC ; RGI_Emoji_ZWJ_Sequence  ; couple with heart: woman, man, medium skin tone, medium-light skin tone #E13.1[1] (👩🏽‍❤️‍👨🏼)
1F469 1F3FD 200D 2764 FE0F 200D 1F468 1F3FD ; RGI_Emoji_ZWJ_Sequence  ; couple with heart: woman, man, medium skin tone                # E13.1  [1] (👩🏽‍❤️‍👨🏽)
1F469 1F3FD 200D 2764 FE0F 200D 1F468 1F3FE ; RGI_Emoji_ZWJ_Sequence  ; couple with heart: woman, man, medium skin tone, medium-dark skin tone #E13.1[1] (👩🏽‍❤️‍👨🏾)
1F469 1F3FD 200D 2764 FE0F 200D 1F468 1F3FF ; RGI_Emoji_ZWJ_Sequence  ; couple with heart: woman, man, medium skin tone, dark skin tone #E13.1  [1] (👩🏽‍❤️‍👨🏿)
1F469 1F3FD 200D 2764 FE0F 200D 1F469 1F3FB ; RGI_Emoji_ZWJ_Sequence  ; couple with heart: woman, woman, medium skin tone, light skin tone #E13.1[1] (👩🏽‍❤️‍👩🏻)
1F469 1F3FD 200D 2764 FE0F 200D 1F469 1F3FC ; RGI_Emoji_ZWJ_Sequence  ; couple with heart: woman, woman, medium skin tone, medium-light skin tone #E13.1[1] (👩🏽‍❤️‍👩🏼)
1F469 1F3FD 200D 2764 FE0F 200D 1F469 1F3FD ; RGI_Emoji_ZWJ_Sequence  ; couple with heart: woman, woman, medium skin tone              # E13.1  [1] (👩🏽‍❤️‍👩🏽)
1F469 1F3FD 200D 2764 FE0F 200D 1F469 1F3FE ; RGI_Emoji_ZWJ_Sequence  ; couple with heart: woman, woman, medium skin tone, medium-dark skin tone #E13.1[1] (👩🏽‍❤️‍👩🏾)
1F469 1F3FD 200D 2764 FE0F 200D 1F469 1F3FF ; RGI_Emoji_ZWJ_Sequence  ; couple with heart: woman, woman, medium skin tone, dark skin tone #E13.1[1] (👩🏽‍❤️‍👩🏿)
1F469 1F3FD 200D 2764 FE0F 200D 1F48B 200D 1F468 1F3FB; RGI_Emoji_ZWJ_Sequence; kiss: woman, man, medium skin tone, light skin tone    # E13.1  [1] (👩🏽‍❤️‍💋‍👨🏻)
1F469 1F3FD 200D 2764 FE0F 200D 1F48B 200D 1F468 1F3FC; RGI_Emoji_ZWJ_Sequence; kiss: woman, man, medium skin tone, medium-light skin tone #E13.1[1] (👩🏽‍❤️‍💋‍👨🏼)
1F469 1F3FD 200D 2764 FE0F 200D 1F48B 200D 1F468 1F3FD; RGI_Emoji_ZWJ_Sequence; kiss: woman, man, medium skin tone                     # E13.1  [1] (👩🏽‍❤️‍💋‍👨🏽)
1F469 1F3FD 200D 2764 FE0F 200D 1F48B 200D 1F468 1F3FE; RGI_Emoji_ZWJ_Sequence; kiss: woman, man, medium skin tone, medium-dark skin tone #E13.1[1] (👩🏽‍❤️‍💋‍👨🏾)
1F469 1F3FD 200D 2764 FE0F 200D 1F48B 200D 1F468 1F3FF; RGI_Emoji_ZWJ_Sequence; kiss: woman, man, medium skin tone, dark skin tone     # E13.1  [1] (👩🏽‍❤️‍💋‍👨🏿)
1F469 1F3FD 200D 2764 FE0F 200D 1F48B 200D 1F469 1F3FB; RGI_Emoji_ZWJ_Sequence; kiss: woman, woman, medium skin tone, light skin tone  # E13.1  [1] (👩🏽‍❤️‍💋‍👩🏻)
1F469 1F3FD 200D 2764 FE0F 200D 1F48B 200D 1F469 1F3FC; RGI_Emoji_ZWJ_Sequence; kiss: woman, woman, medium skin tone, medium-light skin tone #E13.1[1] (👩🏽‍❤️‍💋‍👩🏼)
1F469 1F3FD 200D 2764 FE0F 200D 1F48B 200D 1F469 1F3FD; RGI_Emoji_ZWJ_Sequence; kiss: woman, woman, medium skin tone                   # E13.1  [1] (👩🏽‍❤️‍💋‍👩🏽)
1F469 1F3FD 200D 2764 FE0F 200D 1F48B 200D 1F469 1F3FE; RGI_Emoji_ZWJ_Sequence; kiss: woman, woman, medium skin tone, medium-dark skin tone #E13.1[1] (👩🏽‍❤️‍💋‍👩🏾)
1F469 1F3FD 200D 2764 FE0F 200D 1F48B 200D 1F469 1F3FF; RGI_Emoji_ZWJ_Sequence; kiss: woman, woman, medium skin tone, dark skin tone   # E13.1  [1] (👩🏽‍❤️‍💋‍👩🏿)
1F469 1F3FD 200D 1F430 200D 1F469 1F3FB     ; RGI_Emoji_ZWJ_Sequence  ; women with bunny ears: medium skin tone, light skin tone       # E17.0  [1] (👩🏽‍🐰‍👩🏻)
1F469 1F3FD 200D 1F430 200D 1F469 1F3FC     ; RGI_Emoji_ZWJ_Sequence  ; women with bunny ears: medium skin tone, medium-light skin tone #E17.0  [1] (👩🏽‍🐰‍👩🏼)
1F469 1F3FD 200D 1F430 200D 1F469 1F3FE     ; RGI_Emoji_ZWJ_Sequence  ; women with bunny ears: medium skin tone, medium-dark skin tone # E17.0  [1] (👩🏽‍🐰‍👩🏾)
1F469 1F3FD 200D 1F430 200D 1F469 1F3FF     ; RGI_Emoji_ZWJ_Sequence  ; women with bunny ears: medium skin tone, dark skin tone        # E17.0  [1] (👩🏽‍🐰‍👩🏿)
1F469 1F3FD 200D 1F91D 200D 1F468 1F3FB     ; RGI_Emoji_ZWJ_Sequence  ; woman and man holding hands: medium skin tone, light skin tone # E12.0  [1] (👩🏽‍🤝‍👨🏻)
1F469 1F3FD 200D 1F91D 200D 1F468 1F3FC     ; RGI_Emoji_ZWJ_Sequence  ; woman and man holding hands: medium skin tone, medium-light skin tone #E12.0[1] (👩🏽‍🤝‍👨🏼)
1F469 1F3FD 200D 1F91D 200D 1F468 1F3FE     ; RGI_Emoji_ZWJ_Sequence  ; woman and man holding hands: medium skin tone, medium-dark skin tone #E12.0[1] (👩🏽‍🤝‍👨🏾)
1F469 1F3FD 200D 1F91D 200D 1F468 1F3FF     ; RGI_Emoji_ZWJ_Sequence  ; woman and man holding hands: medium skin tone, dark skin tone  # E12.0  [1] (👩🏽‍🤝‍👨🏿)
1F469 1F3FD 200D 1F91D 200D 1F469 1F3FB     ; RGI_Emoji_ZWJ_Sequence  ; women holding hands: medium skin tone, light skin tone         # E12.0  [1] (👩🏽‍🤝‍👩🏻)
1F469 1F3FD 200D 1F91D 200D 1F469 1F3FC     ; RGI_Emoji_ZWJ_Sequence  ; women holding hands: medium skin tone, medium-light skin tone  # E12.0  [1] (👩🏽‍🤝‍👩🏼)
1F469 1F3FD 200D 1F91D 200D 1F469 1F3FE     ; RGI_Emoji_ZWJ_Sequence  ; women holding hands: medium skin tone, medium-dark skin tone   # E12.1  [1] (👩🏽‍🤝‍👩🏾)
1F469 1F3FD 200D 1F91D 200D 1F469 1F3FF     ; RGI_Emoji_ZWJ_Sequence  ; women holding hands: medium skin tone, dark skin tone          # E12.1  [1] (👩🏽‍🤝‍👩🏿)
1F469 1F3FD 200D 1FAEF 200D 1F469 1F3FB     ; RGI_Emoji_ZWJ_Sequence  ; women wrestling: medium skin tone, light skin tone             # E17.0  [1] (👩🏽‍🫯‍👩🏻)
1F469 1F3FD 200D 1FAEF 200D 1F469 1F3FC     ; RGI_Emoji_ZWJ_Sequence  ; women wrestling: medium skin tone, medium-light skin tone      # E17.0  [1] (👩🏽‍🫯‍👩🏼)
1F469 1F3FD 200D 1FAEF 200D 1F469 1F3FE     ; RGI_Emoji_ZWJ_Sequence  ; women wrestling: medium skin tone, medium-dark skin tone       # E17.0  [1] (👩🏽‍🫯‍👩🏾)
